row_id,clue_id,surface,definition,answer,definition_wn,answer_wn,split
28530,32173,Cold stall in Billingsgate?,Cold,STANDOFFISH,cold,standoffish,validate
28574,32215,Close lit up,Close,TIGHT,close,tight,validate
28583,32225,Replacement policy and stuff,stuff,SUBSTANCE,stuff,substance,test
28588,32230,"Inflexible, doctor over papers",Inflexible,RIGID,inflexible,rigid,train
28639,32279,Bottomless river associated with Parana's source,Bottomless,DEEP,bottomless,deep,test
28643,32283,Abhorrent ruling to imprison reversed before magistrates,Abhorrent,REPUGNANT,abhorrent,repugnant,test
28678,32316,Faith bound to be heard,Faith,TRUST,faith,trust,test
28715,32373,Timid male's reaction to mouse?,Timid,MEEK,timid,meek,test
28755,32414,Hot wind causes shock,shock,HAIR,shock,hair,train
28762,32423,"No small time friend, ostensibly",ostensibly,NOMINALLY,ostensibly,nominally,test
28773,32436,View endless track followed by European railway,View,SCENERY,view,scenery,validate
28781,32443,Atmosphere around capital city cold and extremely tense,Atmosphere,CLIMATE,atmosphere,climate,train
28784,32447,Limit that is ultimately enforced in urban area,Limit,TIE DOWN,limit,tie_down,test
28791,32454,"Striking style of film, Renoir work of art is fun",fun,RECREATION,fun,recreation,validate
28829,32494,I study songbird with unknown name,name,IDENTITY,name,identity,test
28834,32501,"Dubious, like a famous poem?",Dubious,IFFY,dubious,iffy,validate
28863,32535,Idle one on green encircling court,Idle,INACTIVE,idle,inactive,train
28909,32581,Size of old canvas shelter,Size,EXTENT,size,extent,test
28914,32586,Think left winger is upset after Tory takes first place,Think,CONSIDER,think,consider,train
28920,32592,Site ace lot refurbished,Site,LOCATE,site,locate,test
28924,32596,"Son of Jacob nursing swelling, he is lumbered",lumbered,GALUMPHED,lumbered,galumphed,test
28925,32598,Romeo in bunk becoming surly,surly,GRUFF,surly,gruff,test
28965,32640,"Rings ground, postponing a series of games in turn",Rings,RESONATES,rings,resonates,test
28968,32644,"Charlie king next, that’s obvious",obvious,CLEAR,obvious,clear,train
29001,32681,Killed a large number,Killed,SLEW,killed,slew,test
29006,32685,Anonymous hunk now noticed partly,Anonymous,UNKNOWN,anonymous,unknown,test
29114,32797,Paper bags over old soldiers,soldiers,FOOT,soldiers,foot,train
29120,32803,"Debussy's opening with E flat, cutting a section",section,DEPARTMENT,section,department,train
29162,32849,State I’d ignored to find vegetation,vegetation,FLORA,vegetation,flora,test
29173,32862,Mysterious king facing defeat after year,Mysterious,ARCANE,mysterious,arcane,test
29192,32886,Inexpensive carpet only initially has pile,Inexpensive,CHEAP,inexpensive,cheap,test
29195,32890,Leave for each embassy,Leave,PERMISSION,leave,permission,test
29201,32895,Delicate scrap of fabric placed in folder,Delicate,FRAGILE,delicate,fragile,test
29215,32909,No time in Hertfordshire town to call,call,RING,call,ring,train
29217,32911,Clown at heart is depressed,depressed,LOW,depressed,low,test
29242,32934,Revolutionary study about part of Bible is well-known,well-known,NOTED,well-known,noted,test
29247,32968,Model Charley and Pat constructed,Model,ARCHETYPAL,model,archetypal,validate
29277,33000,Infantile learner withdrawn from cool course,Infantile,CHILDISH,infantile,childish,test
29350,33078,What some TT reformers might do for an explanation,an explanation,RATIONALE,explanation,rationale,train
29362,33106,Female enters cafe in Totnes after ordering drink,drink,INSTANT COFFEE,drink,instant_coffee,train
29366,33111,Lively scout crosses lake on sailing vessel,Lively,SPARKLY,lively,sparkly,test
29368,33113,Item left in car,Item,COUPLE,item,couple,validate
29384,33131,"In search of stylish clothes, in a way",in a way,AFTER A FASHION,in_a_way,after_a_fashion,test
29396,33146,Lucky having strength to catch big fish,Lucky,FORTUNATE,lucky,fortunate,validate
29407,33160,"Powerful male, 80, with energy draining",Powerful,MIGHTY,powerful,mighty,test
29409,33162,Composure shown by model again,Composure,REPOSE,composure,repose,validate
29415,33167,An aspect of pronunciation bringing trouble,trouble,STRESS,trouble,stress,test
29426,33178,"Stopped losing head, and relaxed",relaxed,EASED,relaxed,eased,test
29427,33180,Article is worked on,on,REALISTIC,on,realistic,validate
29470,33225,Deep earth left turned over,Deep,HEARTFELT,deep,heartfelt,train
29519,33283,Critical party supporting gutless leader,Critical,GRAVE,critical,grave,test
29536,33301,Use train signal,Use,POINT,use,point,train
29539,33302,"Sardonic and cautious, dismissing article",Sardonic,WRY,sardonic,wry,test
29548,33311,"Win something Gateshead, Galashiels, Dungannon, Donegal and Reigate all have",Win,GAIN,win,gain,test
29571,33335,Ignorant to have no starter with fish dishes?,Ignorant,UNAWARE,ignorant,unaware,validate
29613,33381,One that’s invested in munitions,One,UNIT,one,unit,train
29634,33401,Wages: penny a year,Wages,PAY,wages,pay,validate
29715,33489,Sinister rising member of upper house cutting Young Conservatives,Sinister,CREEPY,sinister,creepy,validate
29771,33550,Criticism — what's expected to come back,Criticism,RAP,criticism,rap,test
29772,33551,Number one confronts worker directly,directly,FIRSTHAND,directly,firsthand,validate
29792,33572,Weak local network? Good north of the border,Weak,LANGUID,weak,languid,test
29810,33591,Head in charge of subject,subject,TOPIC,subject,topic,validate
29820,33602,"Secret boozer with beer, half-cut",Secret,INNER,secret,inner,train
29837,33620,Simply sail off in case of emergency,Simply,EASILY,simply,easily,test
29838,33621,Capital extremely tense after cold weather,weather,CLIMATE,weather,climate,test
29848,33631,Law of Swiss state banning introduction of tariffs,Law,CANON,law,canon,test
29893,33677,Painstaking bosses store debtor’s note,Painstaking,STUDIOUS,painstaking,studious,train
29902,33685,Child friend? Absolutely,Absolutely,TOTALLY,absolutely,totally,train
29943,33727,Substantial list includes North American soldier,Substantial,TANGIBLE,substantial,tangible,validate
29944,33728,"Call outfit around noon, initially",Call,RING,call,ring,train
29953,33736,Plunder weapon,weapon,RIFLE,weapon,rifle,test
29968,33752,"Leader of clan in tartan, serene",serene,PLACID,serene,placid,train
29970,33754,Law works,Law,CANON,law,canon,test
29975,33758,Happy matter,Happy,CONTENT,happy,content,test
29978,33761,"A refusal from Paris, soon",soon,ANON,soon,anon,validate
29980,33763,"Very typical, rural rambling",Very,PARTICULARLY,very,particularly,test
29984,33766,"Consider Conservative, nothing to lose",Consider,TRY,consider,try,test
29986,33768,Rear support,Rear,BACK,rear,back,train
29987,33768,Rear support,support,BACK,support,back,train
30016,33793,Bank on me only,only,MERELY,only,merely,train
30017,33794,Show tune,Show,AIR,show,air,train
30028,33805,"State, for example",State,SAY,state,say,validate
30029,33805,"State, for example",for example,SAY,for_example,say,test
30072,33856,Soul-rap rocks? Dire,Dire,PARLOUS,dire,parlous,test
30073,33857,Express sadness over onset of tunnel vision,vision,SIGHT,vision,sight,test
30143,33934,"As it were, darken pleasure",pleasure,DELIGHT,pleasure,delight,train
30152,33943,Save policemen turning up around border,Save,SCRIMP,save,scrimp,train
30183,33981,"Bloke is vulgar, heartless",Bloke,CHAP,bloke,chap,train
30216,34014,"Angry, withholding page from copyright infringer",Angry,IRATE,angry,irate,test
30228,34026,Lively cunning grabs power completely,Lively,SPRIGHTLY,lively,sprightly,train
30286,34113,Current Lothario back on song,Current,AIRFLOW,current,airflow,validate
30291,34118,Charming chum treated roughly,roughly,PRETTY MUCH,roughly,pretty_much,train
30320,34147,Account local person presented about beheaded wife of Henry VIII,Account,NARRATIVE,account,narrative,train
30341,34189,Difficult individual to wake? Not entirely,Difficult,ONEROUS,difficult,onerous,test
30359,34209,Fairly unimportant to bridge river,Fairly,PRETTY,fairly,pretty,test
30426,34272,Quite a posh residence in the East End?,Quite,ALL,quite,all,test
30499,34347,Aggressive workman finally admitted to plant,Aggressive,VIOLENT,aggressive,violent,test
30508,34354,Former politician dipping into drink for instance,instance,EXAMPLE,instance,example,train
30531,34383,"Unique, unlike Andersen’s little girl",Unique,MATCHLESS,unique,matchless,test
30547,34397,"Humble frump, relinquishing booze, lectures drunk",Humble,RESPECTFUL,humble,respectful,test
30562,34412,Start university getting into arrears,Start,DEBUT,start,debut,train
30569,34419,Bank charge discount partially returned,Bank,SIDE,bank,side,train
30608,34459,"Wild Brazilian city, as far as we are concerned",Wild,RIOTOUS,wild,riotous,train
30619,34472,Son to manage range,range,SCOPE,range,scope,validate
30665,34517,Scholarly American's volume found on a railway,Scholarly,LITERARY,scholarly,literary,validate
30670,34523,"Popular with constituents, including female relative that’s erratic",erratic,INCONSISTENT,erratic,inconsistent,test
30727,34588,"Ingenious fuel, replacing source of power with nitrogen",Ingenious,NEAT,ingenious,neat,train
30759,34622,Pure evil on the up! Not taken to court about it?,Pure,UNSULLIED,pure,unsullied,test
30777,34642,Like creating cake or bun’s filling?,Like,AKIN,like,akin,validate
30785,34651,"Either way, some jeans weren’t crew’s navy suit",suit,ANSWER,suit,answer,train
30806,34671,Way to caress husband,Way,PATH,way,path,train
30807,34672,"Stick poster, for example, in this place",Stick,ADHERE,stick,adhere,test
30823,34690,"Despicable British bishop breaking silence, indeed",Despicable,SHABBY,despicable,shabby,test
30850,34716,"Strange score, tie baffling",Strange,ESOTERIC,strange,esoteric,test
30861,34727,Genuine regret by Tory leader,Genuine,TRUE,genuine,true,train
30875,34742,Medical graduate saving lives after fitting initiation,initiation,BAPTISM,initiation,baptism,train
30903,34768,"False regret follows quest, commonly",False,UNTRUE,false,untrue,train
30908,34774,Consent for each assignment,Consent,PERMISSION,consent,permission,validate
30934,34806,Erudite letters read out,Erudite,WISE,erudite,wise,test
30936,34808,Workers close to revolt on government's account,account,STATEMENT,account,statement,test
30939,34811,Carefree child's play,Carefree,EASY,carefree,easy,test
30960,34830,"Tory authority, ethical",authority,RIGHT,authority,right,validate
30961,34830,"Tory authority, ethical",ethical,RIGHT,ethical,right,train
30979,34849,Hard to falsify passport?,Hard,RIGID,hard,rigid,test
31007,34876,Keep page at front of book,Keep,PRESERVE,keep,preserve,train
31011,34880,One flipping expression of disgust is sufficient,sufficient,ENOUGH,sufficient,enough,test
31018,34886,"Decorous publicity about string of pearls, perhaps",Decorous,PROPER,decorous,proper,train
31034,34904,Field that’s no longer used for camping?,Field,EXTENT,field,extent,train
31050,34921,Careless soldiers don’t hit target,Careless,REMISS,careless,remiss,test
31059,34930,Enterprising set manoeuvred craftily,Enterprising,ADVENTURESOME,enterprising,adventuresome,test
31063,34933,"Transmit, dropping header, and stop",stop,END,stop,end,train
31095,34973,Duchess is near to show,show,DISCLOSE,show,disclose,test
31144,35024,Picked up this when taking in good view,view,SIGHT,view,sight,train
31153,35034,Fanatic read dictionary? Not all of it!,Fanatic,ADDICT,fanatic,addict,train
31172,35051,Celebrity giving eastern servant a rise,Celebrity,NAME,celebrity,name,train
31183,35062,Bony obstruction presents a challenge,a challenge,GAUNTLET,challenge,gauntlet,validate
31208,35117,Unruly spirit destroyed debt records,Unruly,RUMBUSTIOUS,unruly,rumbustious,test
31212,35121,"Got Edward as a prize, as usual",as usual,WONTED,as_usual,wonted,validate
31214,35123,Character of science magazine,Character,NATURE,character,nature,train
31234,35141,No time for duck to catch seabird? It’s endless,endless,ETERNAL,endless,eternal,test
31313,35220,Character that merits a place on railway board?,Character,ETA,character,eta,test
31365,35278,Sick cat faints? That’s bizarre,bizarre,FANTASTIC,bizarre,fantastic,validate
31377,35290,"Unemployed superstar, by the sound of it",Unemployed,IDLE,unemployed,idle,test
31389,35301,Worry about tribe and king’s ebbing mind,mind,TAKE CARE,mind,take_care,test
31441,35355,Echoing musical notes ascending,Echoing,IMITATIVE,echoing,imitative,test
31474,35390,Conclusion sometimes drawn by an organist,Conclusion,STOP,conclusion,stop,validate
31506,35420,Ghostly atmosphere finally invading republic to the west,Ghostly,EERIE,ghostly,eerie,validate
31517,35431,"Consequences of a fine period of work at Harrow, primarily",Consequences,AFTERMATH,consequences,aftermath,train
31522,35436,Subservient to a French communist revolutionary,Subservient,UNDER,subservient,under,train
31558,35476,Continent's cold precipitation,Continent,CHASTE,continent,chaste,test
31567,35487,Not abroad bearing case,case,INSTANCE,case,instance,test
31577,35497,Rest of ridge covering about 500 metres in China,Rest,RELIEF,rest,relief,train
31603,35523,"Roughly haul about somewhat, as usual",as usual,HABITUAL,as_usual,habitual,test
31675,35630,"Buzz, as first of insects enters hooter",Buzz,NOISE,buzz,noise,test
31696,35654,Light touch over hard course,course,PATH,course,path,test
31704,35664,Partners with hands empty poet lamented,lamented,WEPT,lamented,wept,train
31723,35684,"Release cadet, excited at start of holiday",Release,DETACH,release,detach,test
31725,35686,"After a week, child in custody becomes uncooperative",uncooperative,AWKWARD,uncooperative,awkward,validate
31726,35687,Path leads to the Roman amphitheatre in Livorno,Path,TRAIL,path,trail,test
31732,35693,"Portion of pastry dish, plus crepe without filling",Portion,PIECE,portion,piece,train
31749,35716,First and third of colours always bright,bright,CLEVER,bright,clever,validate
31757,35724,Warning feline’s gobbling veal left out,Warning,CAVEAT,warning,caveat,test
31768,35735,Clergyman dropping off Conservative shortly,shortly,ANON,shortly,anon,test
31810,35782,Rapacious noise from cow upset sea creature,Rapacious,WOLFISH,rapacious,wolfish,test
31813,35785,"Good-looking girl, timid",Good-looking,DISHY,good-looking,dishy,test
31826,35796,"In Paris, a touch clumsy and ungraceful",ungraceful,UNCOUTH,ungraceful,uncouth,test
31849,35820,Silent husband leaves to tour African party’s retreat,retreat,SANCTUM,retreat,sanctum,test
31867,35840,Visit ancient city? It’s grim,grim,DOUR,grim,dour,test
31871,35843,Influential man lies disgracefully,Influential,SEMINAL,influential,seminal,train
31946,35931,Vein runs through meat,Vein,STREAK,vein,streak,test
32006,36002,"Strip, getting half nudged into river",Strip,DENUDE,strip,denude,train
32011,36008,Stick plug at this point,Stick,ADHERE,stick,adhere,test
32039,36037,Prepare to be shot again? Relax,Relax,REPOSE,relax,repose,test
32044,36043,Double whiskey formerly had after last of port,Double,TWOFOLD,double,twofold,test
32082,36083,"Inquisitive father’s boy slipped up on study, finally",Inquisitive,NOSY,inquisitive,nosy,test
32089,36091,Notice puzzling question about time,Notice,POSTER,notice,poster,test
32104,36105,"Entry line winding around hotel, essentially",essentially,INHERENTLY,essentially,inherently,test
32106,36107,Pleasure rested on one small dissenting subgroup,Pleasure,SATISFACTION,pleasure,satisfaction,train
32113,36114,Cold tailless amphibian atop animal enclosure,Cold,FROSTY,cold,frosty,test
32117,36117,People go fast,People,RACE,people,race,test
32126,36127,Bad idea not bringing in supervisors earlier,earlier,AFOREMENTIONED,earlier,aforementioned,test
32128,36129,Passenger going around with women’s credentials everywhere,everywhere,FAR AND WIDE,everywhere,far_and_wide,train
32165,36166,Terrible Barnaby's maladjusted to some extent,Terrible,ABYSMAL,terrible,abysmal,validate
32188,36188,Spy facing time in servitude,servitude,BONDAGE,servitude,bondage,train
32208,36209,Hug little son weighed down by worries,Hug,CARESS,hug,caress,test
32210,36212,Part to go round audibly,Part,ROLE,part,role,train
32273,36282,"Ill-advised, as far as global alliance is concerned?",Ill-advised,UNWISE,ill-advised,unwise,validate
32300,36309,Start working with group,Start,ONSET,start,onset,test
32306,36314,Again let free,free,RELEASE,free,release,test
32313,36320,Withdrew and negotiated again,Withdrew,RETREATED,withdrew,retreated,test
32317,36324,Precarious run: one shown on satellite TV,Precarious,RISKY,precarious,risky,test
32334,36341,"Made haste, frustrated?",frustrated,DASHED,frustrated,dashed,train
32355,36362,"A kid on medication, powerless and uncomfortable",uncomfortable,ILL AT EASE,uncomfortable,ill_at_ease,validate
32366,36374,Hot swimmer is accommodating at any time,Hot,FEVERISH,hot,feverish,train
32368,36376,"Merciful post-war prime minister, say?",Merciful,CLEMENT,merciful,clement,train
32392,36400,"Confront Helen, a GLC eccentric",Confront,CHALLENGE,confront,challenge,test
32419,36425,"Sad, seeing the Spanish repeatedly beat Germany up",Sad,REGRETTABLE,sad,regrettable,test
32475,36494,"Ruined, that girl taken in by father",Ruined,DASHED,ruined,dashed,validate
32484,36505,Day: the short period of time,period of time,MONTH,period_of_time,month,train
32486,36507,Best garment,Best,TOP,best,top,test
32570,36594,Tantrum noticed by sound of it,Tantrum,SCENE,tantrum,scene,test
32573,36597,"Outstanding, timeless couple's song",Outstanding,DUE,outstanding,due,validate
32589,36611,Wake made by dog crossing river,Wake,TRAIL,wake,trail,test
32599,36621,Good service,Good,USE,good,use,validate
32610,36631,Stop being loyal,Stop,STAUNCH,stop,staunch,test
32611,36631,Stop being loyal,loyal,STAUNCH,loyal,staunch,test
32619,36639,Right sacrificed by a regular old American — that’s exceptional,exceptional,ANOMALOUS,exceptional,anomalous,test
32624,36644,Current head I visit mostly,Current,TOPICAL,current,topical,train
32637,36658,"Bruiser taking seafood, reportedly, with crew",Bruiser,MUSCLEMAN,bruiser,muscleman,test
32642,36663,Experimental shelter Peron set up,Experimental,TENTATIVE,experimental,tentative,test
32707,36731,Subject of article staff found inadequate,Subject,THEME,subject,theme,test
32708,36732,Extremely popular tools,Extremely,IN SPADES,extremely,in_spades,test
32726,36749,"Phlegmatic, firm about termination of contract",Phlegmatic,STOLID,phlegmatic,stolid,test
32730,36753,Conjecture made by those people importing gold,Conjecture,THEORY,conjecture,theory,train
32733,36756,Strong macho types kept in check,Strong,VEHEMENT,strong,vehement,test
32737,36760,Amiable agricultural labourer bagging fifty,Amiable,PLEASANT,amiable,pleasant,train
32741,36764,Wordy novel about society may make one sleepy,sleepy,DROWSY,sleepy,drowsy,validate
32748,36771,Obsolete Levi made to suffer,Obsolete,MEDIEVAL,obsolete,medieval,train
32816,36846,A female splitting collection up,up,ALOFT,up,aloft,test
32825,36856,Each end of race precise,Each,EVERY,each,every,validate
32856,36901,Brutal house — end up with police probing origin of law-breaking,Brutal,HOMICIDAL,brutal,homicidal,validate
32862,36908,An atmosphere dismissing source of Italian style is rebellious,rebellious,ANARCHIC,rebellious,anarchic,validate
32870,36917,Say nothing adopted by sort of professor is outrageous,outrageous,EGREGIOUS,outrageous,egregious,validate
32878,36925,Rural river caught in tumult of Niagara,Rural,AGRARIAN,rural,agrarian,test
32918,36969,Sensible judge - cracking old headdress,Sensible,CAREFUL,sensible,careful,test
32928,36979,A head teacher's part,A head,EACH,head,each,validate
32943,36994,Seductress denied one time,time,HOUR,time,hour,test
32962,37013,Occasionally hiding ring in each cushion,Occasionally,EVERY SO OFTEN,occasionally,every_so_often,train
32976,37028,Close bank up in the city,Close,NEARBY,close,nearby,test
33077,37129,"Different parent, not married",Different,OTHER,different,other,test
33085,37139,"Regularly flout detectives, that’s clear",clear,LUCID,clear,lucid,test
33154,37217,"In a businesslike manner, almost",almost,PRACTICALLY,almost,practically,train
33159,37225,Stove not initially in fashion,Stove,RANGE,stove,range,test
33162,37228,Notice pimple,Notice,SPOT,notice,spot,test
33172,37237,Parking skill displays character,character,PART,character,part,train
33177,37243,Academic possessing old evidence,evidence,PROOF,evidence,proof,test
33183,37249,Victor losing head in ring,ring,INNER,ring,inner,test
33186,37279,Agree dupe got off,Agree,CONSENT,agree,consent,validate
33209,37315,"Fashion house, we hear?",Fashion,MANNER,fashion,manner,test
33210,37316,"However difficult, hospital included",However,THOUGH,however,though,test
33214,37320,"Ready, remove first from trash",Ready,RIPE,ready,ripe,test
33222,37328,Humble pensioner dancing with tutu!,Humble,UNPRETENTIOUS,humble,unpretentious,test
33237,37342,Support leader in bitter contest,Support,BRACE,support,brace,test
33238,37343,Little bit of time,Little,MINUTE,little,minute,test
33243,37347,"Selfish Indian opener is a contender, surprisingly",Selfish,INCONSIDERATE,selfish,inconsiderate,test
33246,37350,Healthy? Congratulations!,Healthy,GOOD FOR YOU,healthy,good_for_you,train
33280,37386,Harsh when scandal’s brought up during broadcast,Harsh,STRIDENT,harsh,strident,train
33322,37440,Second boring piece cut,cut,BISECT,cut,bisect,test
33339,37458,A universal god: that nameless thing with unknown power,power,AUTHORITY,power,authority,test
33356,37475,Now end is in sight for inequality at last,Now,TRENDY,now,trendy,test
33399,37514,Crucial one million left with social worker after everything,Crucial,ALL-IMPORTANT,crucial,all-important,train
33406,37520,Orthodox religious community on Iona left,Orthodox,CONVENTIONAL,orthodox,conventional,train
33444,37559,Prepare some korma kebabs,Prepare,MAKE,prepare,make,validate
33458,37571,Stupid and senseless to incarcerate son,Stupid,INSANE,stupid,insane,train
33487,37654,Way short line is shown in pattern,pattern,MODEL,pattern,model,validate
33523,37688,Meticulous account by clergyman,Meticulous,ACCURATE,meticulous,accurate,test
33537,37702,About to drop stick,stick,CLEAVE,stick,cleave,test
33599,37766,"Very much concerned with knee, perhaps, during exercise",Very much,PARTICULARLY,very_much,particularly,train
33620,37837,"In the grass, very quiet and contented",contented,HAPPY,contented,happy,test
33639,37857,Bash meat loudly,Bash,LAM,bash,lam,test
33663,37912,"Unimportant item gazed upon, sin recalled in it",Unimportant,IRRELEVANT,unimportant,irrelevant,test
33696,37961,Where is very ill patient heading? That's easy,easy,STRAIGHTFORWARD,easy,straightforward,train
33701,37966,Apparently home counties bishopric impresses China,Apparently,SEEMINGLY,apparently,seemingly,train
33716,37981,Coarse show embodying extremes of evil,Coarse,INDELICATE,coarse,indelicate,train
33722,37986,Philosophical novel one ends eg with hint of realism,Philosophical,RESIGNED,philosophical,resigned,test
33725,37989,"Cool evangelist, friendly",Cool,LUKEWARM,cool,lukewarm,test
33732,37996,Many use rum on bananas,Many,NUMEROUS,many,numerous,validate
33744,38007,"Adapt without guile, given time inside otherwise",otherwise,ALTERNATIVELY,otherwise,alternatively,test
33769,38032,Period is reviewed in military post,military post,PRESIDIO,military_post,presidio,train
33801,38061,Unruffled church leader wearing tartan cloth,Unruffled,PLACID,unruffled,placid,test
33802,38062,Stocky bumpkins in first part of trashy film,Stocky,THICKSET,stocky,thickset,test
33828,38091,Spot dud cartridge at close range,at close range,POINT-BLANK,at_close_range,point-blank,test
33878,38141,Start — to make an omelette?,Start,GET CRACKING,start,get_cracking,train
33917,38177,Lots of work around hospital department,Lots,PLENTY,lots,plenty,train
33920,38180,Challenge accepted by one radical rising up,Challenge,DARE,challenge,dare,test
34017,38293,Contemptible scoundrel promises to pay? Strange,Strange,CURIOUS,strange,curious,train
34024,38301,Competition for ethnic group,Competition,RACE,competition,race,test
34026,38302,Unemployed old female in dated composition,Unemployed,OUT OF WORK,unemployed,out_of_work,validate
34028,38304,"Emergency primarily concerning river, the one in Oxford",Emergency,CRISIS,emergency,crisis,train
34098,38394,Victor leaking wife's secret,secret,INNER,secret,inner,test
34099,38395,"Employ trick, right away",Employ,USE,employ,use,test
34101,38397,Tired agent outside shelter,Tired,SLEEPY,tired,sleepy,train
34113,38409,Noisy fellow supporting idea,Noisy,PLANGENT,noisy,plangent,test
34117,38413,Rather small-minded hiding last of cider,Rather,PRETTY,rather,pretty,test
34118,38414,Optimistic at university before defeat,Optimistic,UPBEAT,optimistic,upbeat,validate
34152,38448,Island politician with easy win — trade union unprepared,unprepared,IMPROMPTU,unprepared,impromptu,train
34167,38464,"Eerie, lunar, they recollected",Eerie,UNEARTHLY,eerie,unearthly,test
34178,38473,Move in water dispute,dispute,ROW,dispute,row,test
34198,38492,Private meal with no starter,Private,INNER,private,inner,test
34334,38626,Weak semaphore?,Weak,FLAGGING,weak,flagging,train
34340,38631,Danger the art is fake,Danger,THREAT,danger,threat,validate
34345,38636,Awkward writer reflected in it,Awkward,INEPT,awkward,inept,test
34350,38641,Hot in pleasant corner,corner,NICHE,corner,niche,test
34362,38653,Strict member of the clergy turned up in diocese,Strict,SEVERE,strict,severe,test
34406,38697,Flighty prison rebels I reformed,Flighty,IRRESPONSIBLE,flighty,irresponsible,test
34442,38738,Maybe lost dog has run away for stick,stick,STAY,stick,stay,train
34449,38774,"Rule, then abdicate, failing to produce son",Rule,REIGN,rule,reign,test
34450,38775,Splendid salesman aboard bus heading west,Splendid,SUPERB,splendid,superb,test
34455,38781,"Having lost bottle, he blew unfairly",unfairly,BELOW THE BELT,unfairly,below_the_belt,train
34476,38802,"Feeble, unable to finish hit",hit,LAM,hit,lam,test
34500,38830,Girl fills reverse of dry forms,forms,CLASSES,forms,classes,test
34523,38853,"Become more compassionate, perhaps, or arrogant",arrogant,UPPITY,arrogant,uppity,train
34534,38863,News of the French cricket match,News,LATEST,news,latest,test
34544,38886,"Generous with funds ultimately invested in refuge, perhaps",Generous,HANDSOME,generous,handsome,test
34556,38916,"Put new top on old radio, indefatigable",indefatigable,TIRELESS,indefatigable,tireless,train
34558,38917,Lightly cooked - that's unusual,unusual,RARE,unusual,rare,validate
34567,38926,Just terrible alongside Labour leader,Just,LAWFUL,just,lawful,validate
34588,38947,Boast new top,top,CROWN,top,crown,train
34589,38948,Scary — like a moustache?,Scary,HAIRY,scary,hairy,test
34624,38986,Place such as Washington wouldn’t do for everyone,Place,LIEU,place,lieu,test
34634,38996,Brussels throne room turned up treasure,treasure,VALUE,treasure,value,train
34655,39021,Outrageous sort of animus,Outrageous,INFAMOUS,outrageous,infamous,test
34677,39043,Bluff chap,chap,CLIFF,chap,cliff,test
34682,39048,Way to change one’s view when queen enters,Way,TRACK,way,track,train
34698,39066,Flawless screen getting smashed,Flawless,AIRTIGHT,flawless,airtight,test
34702,39071,Greek god's drawn in line drawing,drawing,PLAN,drawing,plan,train
34724,39095,"Staunch, upstanding police force succeeded",Staunch,STEM,staunch,stem,train
34754,39131,Design steps for the auditorium,Design,STYLE,design,style,test
34801,39173,In reality a missile at end of life mostly has bad performance,In reality,AS A MATTER OF FACT,in_reality,as_a_matter_of_fact,test
34817,39188,Equivocal with celebrity heading off to accept major opening in university,Equivocal,AMBIGUOUS,equivocal,ambiguous,validate
34848,39222,King to behave theatrically to get control,control,REMOTE,control,remote,test
34859,39232,Fierce girl enthralling any number,Fierce,VIOLENT,fierce,violent,validate
34874,39249,Fellow caught by chance,Fellow,CHAP,fellow,chap,test
34875,39250,Part right: bravo,Part,ROLE,part,role,train
34884,39260,Saint always a support,support,STAY,support,stay,test
34885,39261,Part right: bravo,Part,ROLE,part,role,train
34903,39278,Subject of article: Middle East,Subject,THEME,subject,theme,test
34911,39286,Issue concerning tenancy agreement,Issue,RELEASE,issue,release,validate
34917,39292,Notice small trophy,Notice,SPOT,notice,spot,test
34919,39294,Leave a ring on,Leave,ABANDON,leave,abandon,validate
34921,39296,Anger about loud firearm,firearm,RIFLE,firearm,rifle,test
34934,39309,Cleaner scrubbing US city strip,strip,UNDRESS,strip,undress,test
34985,39421,"Impulsive, as Harry and Helen are seen to be?",Impulsive,HOTHEADED,impulsive,hotheaded,test
34997,39433,Stiff outfit I had,Stiff,RIGID,stiff,rigid,train
35010,39448,I count as angry,angry,IRATE,angry,irate,test
35022,39460,Language used by girl in Gothenburg,Language,LINGO,language,lingo,train
35027,39465,Fairly easy on the eye,Fairly,PRETTY,fairly,pretty,test
35076,39513,Popular female in east holds it to be eternal,eternal,INFINITE,eternal,infinite,validate
35168,39617,Tot's initial reprimand for crying,crying,TEARFUL,crying,tearful,test
35193,39644,Greener gym conserves power,power,ENERGY,power,energy,validate
35208,39664,Cathedral housing this writer's books in particular,in particular,EMINENTLY,in_particular,eminently,validate
35214,39670,Harsh routine in workplace set up,Harsh,BRUTAL,harsh,brutal,test
35255,39712,Opening article penned by doctor,Opening,GAP,opening,gap,train
35278,39735,Paris's first person on street to make a joke,joke,JEST,joke,jest,train
35336,39801,Foolish master quits in a manner of speaking,Foolish,IDIOTIC,foolish,idiotic,train
35338,39804,Decorate without being clumsy,clumsy,GRACELESS,clumsy,graceless,train
35339,39805,I slipped over having run on track,track,SPOOR,track,spoor,train
35344,39811,"Chris, compared to Saviour, is thus eternal",eternal,ENDLESS,eternal,endless,train
35362,39828,"Time to enter gorge, say",say,STATE,say,state,test
35427,39898,"One prepared for posting to West Country, ultimately amenable",amenable,EASY,amenable,easy,train
35457,39945,Appalling hotel that is recalled by us abroad,Appalling,HEINOUS,appalling,heinous,validate
35465,39954,"Remain confined to bed, missing quiet place",place,LIEU,place,lieu,validate
35468,39958,Short article: one way to get a degree,a degree,THIRD,degree,third,test
